Id,SalePrice
1461,125374.662805
1462,157056.058814
1463,179730.757878
1464,184523.840767
1465,192711.156615
1466,178931.341146
1467,167645.684024
1468,175042.960577
1469,177995.734856
1470,115539.624526
1471,193334.931305
1472,98166.5404051
1473,98589.9717313
1474,153425.909917
1475,112047.490147
1476,366539.151055
1477,242890.232537
1478,310714.400958
1479,267541.687491
1480,462958.364324
1481,297456.638535
1482,205705.29196
1483,186834.371529
1484,162106.044686
1485,163673.749098
1486,195043.985445
1487,281266.180513
1488,216878.116619
1489,211967.9185
1490,221481.039681
1491,187804.592606
1492,94163.7816622
1493,169689.623185
1494,286498.818753
1495,278236.248321
1496,240688.631969
1497,173900.457867
1498,156835.636084
1499,150547.845167
1500,158773.665546
1501,170747.25317
1502,144258.965157
1503,260849.061453
1504,222509.954883
1505,214393.69786
1506,217873.588668
1507,246599.193632
1508,207783.033024
1509,170053.417573
1510,151909.445488
1511,151642.288596
1512,172175.796319
1513,161441.265973
1514,144666.481463
1515,215861.433562
1516,167032.602545
1517,148905.718105
1518,138152.106267
1519,226667.406655
1520,141152.703962
1521,148201.945602
1522,170846.909638
1523,111976.42676
1524,125792.175521
1525,133743.152373
1526,125463.151759
1527,103180.733582
1528,123929.285195
1529,144593.687272
1530,159278.903241
1531,143683.943576
1532,102452.336894
1533,153985.25024
1534,109498.178746
1535,152779.506197
1536,122032.879047
1537,72642.3103867
1538,134932.452519
1539,204578.563007
1540,122525.340824
1541,148390.02711
1542,139928.010231
1543,182575.273044
1544,76817.5617537
1545,107301.847411
1546,125187.442927
1547,137514.78787
1548,133539.470986
1549,122190.085364
1550,141309.679306
1551,116018.521773
1552,164576.371675
1553,146334.635463
1554,105923.273076
1555,177354.449026
1556,93565.6317979
1557,106788.297924
1558,92988.202681
1559,124023.195801
1560,140283.926954
1561,164264.177734
1562,122860.09315
1563,126393.896021
1564,161003.807617
1565,158867.164115
1566,222352.294053
1567,79830.7791875
1568,223577.057408
1569,136617.059979
1570,134480.529968
1571,127587.251901
1572,148000.275338
1573,239686.545178
1574,114497.78184
1575,210738.259928
1576,237856.70562
1577,208232.267087
1578,160165.837032
1579,141652.585943
1580,184079.005863
1581,136958.299473
1582,131607.277508
1583,330226.911373
1584,238721.376431
1585,139248.005223
1586,64773.3651498
1587,109070.790912
1588,147357.422888
1589,96972.3945885
1590,130409.170102
1591,104715.013816
1592,118310.848062
1593,124480.269959
1594,138575.578359
1595,129374.502017
1596,224217.160445
1597,166910.765652
1598,188426.412995
1599,142590.730216
1600,171862.038805
1601,75461.5554044
1602,118393.198401
1603,98645.9212532
1604,276547.892589
1605,243790.221546
1606,167044.391835
1607,184106.809915
1608,209037.356682
1609,202086.834973
1610,163923.840928
1611,148348.132708
1612,187071.342256
1613,180809.067728
1614,115998.846885
1615,85980.2328543
1616,82734.0090229
1617,85989.7143077
