Id,SalePrice
1461,143043.613104
1462,153487.419476
1463,177578.127475
1464,171637.363925
1465,181320.829338
1466,166383.327171
1467,159382.895996
1468,170288.787797
1469,177961.71256
1470,133038.391971
1471,185430.895898
1472,119588.773429
1473,117186.808564
1474,161659.816926
1475,130728.367578
1476,320154.94657
1477,210037.338525
1478,253428.496246
1479,235245.785391
1480,300480.535774
1481,226070.906916
1482,189271.782256
1483,173870.718064
1484,161852.56561
1485,171620.32186
1486,194829.680586
1487,220866.473464
1488,196254.701206
1489,188180.607653
1490,220254.00894
1491,180714.262494
1492,122623.552335
1493,163304.383474
1494,229767.826104
1495,226274.908003
1496,215178.445657
1497,139662.310003
1498,160702.002369
1499,157153.013404
1500,163963.845543
1501,167177.369087
1502,153697.20473
1503,203572.483269
1504,208302.037733
1505,196144.7339
1506,194174.372321
1507,207960.888859
1508,187756.637591
1509,171369.863619
1510,155911.524885
1511,155660.632114
1512,168406.121795
1513,167571.208369
1514,151703.304315
1515,230012.022166
1516,175227.796134
1517,162374.128072
1518,144635.985429
1519,219145.6758
1520,148895.302125
1521,151776.463212
1522,159377.838868
1523,133296.366204
1524,138384.147076
1525,146866.414924
1526,140218.68628
1527,106315.646936
1528,141206.759005
1529,144696.682287
1530,184440.518686
1531,157654.531959
1532,122146.170375
1533,148401.077224
1534,131341.773432
1535,169818.594482
1536,138656.450638
1537,87297.1279586
1538,180416.025927
1539,213142.932103
1540,137186.30221
1541,159781.53049
1542,149478.318749
1543,149200.50358
1544,93000.097041
1545,118199.281392
1546,148464.126742
1547,149807.634857
1548,144202.690865
1549,144593.251058
1550,151118.572781
1551,129338.429123
1552,165071.402299
1553,157919.216131
1554,119302.358317
1555,174192.485765
1556,115406.217279
1557,89625.8504784
1558,110239.341813
1559,136205.431928
1560,126579.15453
1561,146883.577019
1562,135107.022439
1563,139483.344816
1564,154980.038169
1565,160594.202645
1566,213062.350649
1567,105813.032015
1568,203204.943281
1569,147930.011229
1570,139376.695634
1571,145483.340979
1572,155544.331963
1573,215437.431587
1574,89963.0813329
1575,214434.522116
1576,210626.977164
1577,190379.146251
1578,158917.230883
1579,149238.957223
1580,179953.372657
1581,151111.936799
1582,145858.335237
1583,243904.324022
1584,205388.83779
1585,149055.527771
