Id,SalePrice
1461,146890.637103
1462,155416.675867
1463,174554.88746
1464,179252.720943
1465,173152.507273
1466,177578.969179
1467,166458.003763
1468,171650.060701
1469,170140.917327
1470,142456.735317
1471,186813.968768
1472,136671.923651
1473,141631.585611
1474,163943.855445
1475,144058.26036
1476,224441.565054
1477,195760.936683
1478,223972.118136
1479,219286.792831
1480,250358.19664
1481,218040.2941
1482,183142.736038
1483,176938.98146
1484,173185.371565
1485,175939.57985
1486,180325.602261
1487,216210.663473
1488,196213.867854
1489,178286.74112
1490,193536.76199
1491,181135.721538
1492,135934.48776
1493,174191.035291
1494,212706.055815
1495,210174.554793
1496,194622.760862
1497,175484.513238
1498,166405.328289
1499,166886.286503
1500,168369.913278
1501,170828.362339
1502,166279.892605
1503,202084.813928
1504,185712.021376
1505,191451.550791
1506,175617.657177
1507,202864.435938
1508,185108.880069
1509,159391.678205
1510,152432.498114
1511,151921.103789
1512,167141.331692
1513,163246.677098
1514,153028.105301
1515,181616.028927
1516,167230.275946
1517,159183.541333
1518,161969.314241
1519,188445.539946
1520,146849.980584
1521,149279.318434
1522,168065.814706
1523,137827.772638
1524,141483.331743
1525,145288.292526
1526,144368.708962
1527,142266.692294
1528,142166.236856
1529,147741.781713
1530,163235.238442
1531,153358.833
1532,140723.112919
1533,148109.855331
1534,138101.306766
1535,156466.698639
1536,141858.469729
1537,137235.704965
1538,156094.621474
1539,173631.446514
1540,145481.574806
1541,153740.153735
1542,144703.959815
1543,165563.005009
1544,128014.315354
1545,136346.656512
1546,151500.781887
1547,151078.683415
1548,143317.144561
1549,140212.86528
1550,160250.590793
1551,146637.314721
1552,165896.454941
1553,151703.432149
1554,135609.904909
1555,170297.094933
1556,134661.391548
1557,133412.825522
1558,134121.825161
1559,134962.975416
1560,162959.081835
1561,147567.364064
1562,143394.318397
1563,143254.863748
1564,165336.735712
1565,161876.157639
1566,177137.245958
1567,131806.296206
1568,187441.925315
1569,164867.291841
1570,157851.568547
1571,151879.257694
1572,147947.301206
1573,188333.913341
1574,156977.912887
1575,181425.605823
1576,199566.687123
1577,179165.279796
1578,159599.908304
1579,156702.546284
1580,176911.370811
1581,149651.688697
1582,145565.807742
