Id,SalePrice
1461,130793.20278
1462,152491.691278
1463,181411.382446
1464,186763.997322
1465,183322.695714
1466,177981.149186
1467,164173.29296
1468,175415.768554
1469,181911.252857
1470,114191.15647
1471,191887.579044
1472,97753.5124015
1473,96819.9392188
1474,151729.243602
1475,114162.526905
1476,346093.02994
1477,242841.121565
1478,302967.916488
1479,266423.956036
1480,466832.458387
1481,293616.471118
1482,201309.391151
1483,185981.444534
1484,158265.418017
1485,162386.47253
1486,193844.937558
1487,312780.051851
1488,223274.055033
1489,206513.16822
1490,230762.079385
1491,189019.228059
1492,101270.685694
1493,185741.535324
1494,280640.207394
1495,282120.765574
1496,236745.596736
1497,185294.427241
1498,153570.690201
1499,150634.397812
1500,152602.80794
1501,173132.162561
1502,141959.48552
1503,253267.362682
1504,231614.138706
1505,223279.758962
1506,209865.371491
1507,252791.403373
1508,213741.236064
1509,171233.416245
1510,155913.537317
1511,157408.07897
1512,164251.3816
1513,163370.633092
1514,152393.020124
1515,220494.873823
1516,169155.874261
1517,153356.592378
1518,137632.239993
1519,233718.711489
1520,139274.892449
1521,150423.469989
1522,168245.857409
1523,110956.11839
1524,122328.876625
1525,130392.491407
1526,129161.892813
1527,97533.5013091
1528,124442.4233
1529,144238.891025
1530,158353.605776
1531,146557.993002
1532,103081.095462
1533,139014.108466
1534,117493.438985
1535,157136.419428
1536,118716.788731
1537,77454.4496871
1538,131764.819683
1539,215290.373828
1540,115646.305301
1541,155559.5501
1542,141853.622404
1543,168021.705989
1544,74887.3310393
1545,101528.829541
1546,130459.563171
1547,130432.222382
1548,126900.201745
1549,114767.125715
1550,141587.407641
1551,118178.999839
1552,159290.040889
1553,148187.561145
1554,107591.469137
1555,170947.530128
1556,93598.3000906
1557,102309.296985
1558,91491.8689262
1559,122885.077584
1560,127575.809075
1561,161515.605654
1562,122535.1987
1563,125750.567853
1564,157603.14079
1565,155180.799305
1566,225852.8426
1567,82991.551433
1568,229499.283488
1569,147773.692065
1570,138680.455796
1571,130842.341457
1572,150089.092104
1573,240825.784934
1574,93613.9628164
1575,214983.929026
1576,249781.578286
1577,206573.520554
1578,156799.862247
1579,143202.034752
1580,187121.372159
1581,137827.689636
1582,133912.929244
1583,329645.92858
1584,246447.484783
1585,139136.802517
1586,70214.4291533
1587,108521.278921
1588,147619.013469
1589,105394.540493
1590,130064.401322
1591,104346.61032
1592,115853.377853
1593,117845.121435
1594,133621.14051
