Id,SalePrice
1461,132035.025599
1462,159745.9264
1463,186756.154263
1464,192413.460072
1465,185354.366919
1466,185788.589665
1467,168051.525693
1468,170135.499818
1469,180028.055337
1470,122286.888274
1471,204840.392594
1472,104696.929133
1473,111403.04414
1474,150466.049966
1475,121865.963265
1476,356268.777792
1477,235160.976634
1478,293854.790813
1479,296466.734161
1480,506748.481271
1481,305427.299505
1482,205724.372851
1483,184433.358428
1484,173950.207036
1485,177408.519149
1486,195121.186435
1487,303764.140615
1488,223205.098309
1489,196747.348367
1490,236967.548865
1491,191411.833365
1492,102096.4976
1493,186227.208562
1494,286306.495284
1495,295097.884345
1496,230560.551564
1497,180008.335952
1498,164079.884573
1499,159804.269793
1500,161669.807073
1501,184192.100262
1502,157200.240793
1503,268205.498426
1504,218878.116542
1505,221323.128241
1506,193358.970725
1507,277541.016707
1508,217174.159707
1509,152651.933988
1510,147662.927183
1511,148927.887289
1512,173003.860556
1513,149877.705455
1514,157087.20595
1515,196922.430771
1516,155015.78191
1517,152004.620354
1518,140159.566774
1519,228541.416293
1520,134517.305979
1521,140177.1944
1522,176283.47122
1523,110056.29575
1524,118515.557277
1525,128037.316977
1526,127823.294086
1527,110832.762829
1528,121619.637391
1529,138417.868316
1530,158605.790228
1531,151707.82301
1532,112017.454107
1533,138716.02397
1534,119834.140891
1535,150683.635506
1536,117596.211496
1537,95336.8865047
1538,139074.734168
1539,206256.229973
1540,123204.027511
1541,134701.245622
1542,129402.839362
1543,173213.629119
1544,83212.2161093
1545,105718.741034
1546,134324.965785
1547,132041.841451
1548,122821.153056
1549,113682.992925
1550,137325.388068
1551,121033.583008
1552,162976.361608
1553,150103.631784
1554,108746.453291
1555,178370.764193
1556,95442.1974558
1557,109145.410892
1558,102595.408804
1559,116377.396504
1560,140846.744045
1561,155430.335937
1562,120872.744064
1563,123966.378376
1564,175160.560888
1565,153640.723912
1566,224180.4696
1567,82538.0764802
1568,230873.406768
1569,151461.705913
1570,145184.793289
1571,133268.776457
1572,135291.845755
1573,248013.363182
1574,137029.691866
1575,235603.315311
1576,254676.267099
1577,190292.244642
1578,141170.369781
1579,149947.969983
1580,188498.467039
1581,149276.655554
1582,124296.037001
1583,346642.597511
1584,235903.019964
1585,145642.686778
1586,74502.137516
1587,110395.038386
1588,140648.288975
1589,107109.79547
1590,132905.308159
1591,98487.8609446
1592,127431.134933
1593,126635.576138
1594,188105.778482
1595,133359.960693
1596,223277.545878
1597,184194.539632
1598,187072.015378
1599,164214.875125
1600,181543.68604
1601,83166.5613604
1602,115482.885949
1603,101410.708473
1604,277415.236376
1605,249430.560464
1606,165213.264572
1607,193844.939134
1608,221357.393863
1609,185349.527911
1610,160575.440027
1611,143583.516825
1612,181767.42399
1613,189339.961184
1614,131364.709163
1615,93741.0077166
1616,78702.0082215
1617,95429.6128391
1618,119285.086745
1619,136400.509108
1620,181173.450669
1621,141386.401299
1622,132597.767097
1623,271562.551951
1624,231703.685167
1625,130705.775716
1626,165995.724752
1627,188634.318974
1628,272584.410855
1629,172336.242719
1630,348366.003025
1631,187658.290231
1632,217167.67414
1633,170382.853904
1634,185061.179939
1635,183003.880034
1636,164254.456355
1637,201574.201642
1638,205257.166162
1639,186690.632578
1640,244719.816163
1641,178801.292591
1642,224218.105224
1643,210498.552113
1644,214608.245276
1645,194188.205522
1646,157329.427844
1647,154353.08843
1648,136731.940427
1649,137026.273806
1650,123995.113342
1651,116450.662119
1652,99552.4168934
1653,98712.530214
1654,151016.008212
1655,146827.354369
1656,149886.138406
1657,152555.594313
1658,155435.035328
1659,123208.8009
1660,164013.97837
1661,467797.759747
1662,367563.065387
1663,389049.930876
1664,509230.626731
1665,306399.05969
1666,330050.908805
1667,354356.010899
1668,329226.862262
1669,286908.966669
1670,349429.264939
1671,272464.147998
1672,474115.143923
1673,289869.792187
1674,242554.097435
1675,199414.365738
1676,204903.802238
1677,209681.536742
1678,512484.465134
1679,387599.689993
1680,306594.301416
1681,228976.901413
1682,311189.413286
1683,187106.56589
1684,178345.216783
1685,180401.638885
1686,179500.560306
1687,168952.049631
1688,188554.169933
1689,192634.253957
1690,192748.079578
1691,180900.350405
1692,246748.099365
1693,169532.545273
1694,181610.015133
1695,158635.33142
1696,280030.211528
1697,160370.880987
1698,347956.281258
1699,312787.090553
1700,250297.485282
1701,263181.306722
1702,247038.960271
1703,255339.946917
1704,291938.7498
1705,220034.78823
1706,463930.95049
1707,197155.665775
1708,205720.851459
1709,273374.761539
1710,218925.85093
1711,255577.735695
1712,238170.582538
1713,295048.422254
1714,213943.345658
1715,195987.952691
1716,179815.370665
1717,163522.934258
1718,123925.118686
1719,200425.322602
1720,230548.464955
1721,166469.513057
1722,124722.037285
1723,168165.855647
1724,204591.01707
1725,235667.892876
1726,194760.784066
1727,174331.603359
1728,179277.709729
1729,159941.179563
1730,155192.075746
1731,121873.948519
1732,138391.860824
1733,129012.060976
1734,131008.27527
1735,139085.975752
1736,118600.693019
1737,333998.038938
1738,219699.530472
1739,291838.242252
1740,229523.854791
1741,201550.087499
1742,171615.209286
1743,173081.712756
1744,274451.123059
1745,199808.726529
1746,216218.660626
1747,224531.152409
1748,235432.983269
1749,161522.757065
1750,140839.652122
1751,220966.597265
1752,123856.181537
1753,157658.951753
1754,199840.767377
1755,175749.342886
1756,122396.00201
1757,118552.689757
1758,157637.389666
1759,166153.135877
1760,160158.395639
1761,156572.907265
1762,190261.308386
1763,167629.704277
1764,122367.884567
1765,191599.154587
1766,184888.297498
1767,207993.138915
1768,145459.009638
1769,160473.312348
1770,144876.551603
1771,134905.103921
1772,133109.368248
1773,137867.219711
1774,169907.053934
1775,132054.514484
1776,120248.837596
1777,117871.029986
1778,136031.365411
1779,125969.299999
1780,157678.484402
1781,129956.082803
1782,101241.104208
1783,143308.995685
1784,103119.977053
1785,121520.521111
1786,173605.346089
1787,181276.276048
1788,75406.7985926
1789,105526.701416
1790,96727.069768
1791,205879.634201
1792,145692.43476
1793,140065.542867
1794,142600.008517
1795,131870.346291
1796,131792.06691
1797,126673.257584
1798,121737.912502
1799,113039.620832
1800,125713.281072
1801,120980.332018
1802,139795.960017
1803,155503.883971
1804,142710.977582
1805,136990.281638
1806,119599.982969
1807,133699.521781
1808,129785.36197
1809,127141.834847
1810,140779.459087
1811,96947.5105672
1812,102016.875043
1813,118528.126782
1814,96973.1370815
1815,63451.9783507
1816,108607.997362
1817,128977.556589
1818,161925.669689
1819,124215.776296
1820,94030.1372735
1821,114619.081275
